,17,17,13,13,11,11,22,22,12,12,19,19,6,6,3,3,18,18,21,21,7,7,10,10,2,2,9,9,4,4,14,14,5,5,1,1,15,15,8,8,20,20,16,16
139,,,,,extent,0.032,,,,,,,,,partner,0.029,,,implication,0.03,,,springboarding,0.035,influence,0.032,structure,0.032,moderated,0.025,,,,,supply,0.029,foundation,0.041,,,,,intensity,0.028
140,,,,,field,0.032,,,,,,,,,previous,0.029,,,among,0.029,,,steer,0.035,approach,0.03,advance,0.03,outcome,0.025,,,,,suutari,0.029,geographic,0.041,,,,,inter,0.028
141,,,,,help,0.032,,,,,,,,,since,0.029,,,right,0.029,,,tackling,0.035,performance,0.03,enhance,0.03,performed,0.025,,,,,tool,0.029,measurement,0.041,,,,,interest,0.028
142,,,,,make,0.032,,,,,,,,,specific,0.029,,,activity,0.027,,,taiwanese,0.035,study,0.027,expansion,0.03,previously,0.025,,,,,travel,0.029,much,0.041,,,,,investigation,0.028
143,,,,,offer,0.032,,,,,,,,,uppsala,0.029,,,advantage,0.027,,,trait,0.035,international,0.023,find,0.03,regression,0.025,,,,,trend,0.029,natural,0.041,,,,,involved,0.028
144,,,,,production,0.032,,,,,,,,,beyond,0.027,,,company,0.027,,,transformation,0.035,,,one,0.03,technological,0.025,,,,,trigger,0.029,often,0.041,,,,,much,0.028
145,,,,,increasing,0.03,,,,,,,,,consequence,0.027,,,four,0.027,,,transforming,0.035,,,world,0.03,union,0.025,,,,,underestimate,0.029,qualitative,0.041,,,,,often,0.028
146,,,,,mnes,0.03,,,,,,,,,developing,0.027,,,greater,0.027,,,underdeveloped,0.035,,,advancing,0.029,upon,0.025,,,,,unstudied,0.029,remains,0.041,,,,,place,0.028
147,,,,,network,0.03,,,,,,,,,develops,0.027,,,stage,0.027,,,vital,0.035,,,affiliation,0.029,varying,0.025,,,,,untenable,0.029,therefore,0.041,,,,,potential,0.028
148,,,,,used,0.03,,,,,,,,,flow,0.027,,,understanding,0.027,,,widening,0.035,,,application,0.029,zhao,0.025,,,,,virtual,0.029,usefulness,0.041,,,,,provide,0.028
149,,,,,issue,0.029,,,,,,,,,growing,0.027,,,examine,0.026,,,yeh,0.035,,,assessment,0.029,american,0.023,,,,,widespread,0.029,consequence,0.038,,,,,qualitative,0.028
150,,,,,level,0.029,,,,,,,,,important,0.027,,,experience,0.026,,,yiu,0.035,,,broader,0.029,available,0.023,,,,,finding,0.028,decade,0.038,,,,,reduce,0.028
151,,,,,review,0.029,,,,,,,,,operating,0.027,,,learning,0.026,,,effect,0.034,,,contribute,0.029,category,0.023,,,,,addressed,0.026,general,0.038,,,,,strength,0.028
152,,,,,suggests,0.029,,,,,,,,,owned,0.027,,,many,0.026,,,enterprise,0.034,,,converging,0.029,conducted,0.023,,,,,closer,0.026,growing,0.038,,,,,therefore,0.028
153,,,,,future,0.027,,,,,,,,,rather,0.027,,,theoretical,0.026,,,focus,0.034,,,creating,0.029,consistent,0.023,,,,,composed,0.026,idea,0.038,,,,,typology,0.028
154,,,,,manager,0.027,,,,,,,,,survey,0.027,,,used,0.026,,,strategy,0.034,,,driver,0.029,eastern,0.023,,,,,controlling,0.026,made,0.038,,,,,access,0.025
155,,,,,result,0.027,,,,,,,,,towards,0.027,,,key,0.024,,,analysis,0.032,,,economically,0.029,eclectic,0.023,,,,,coordination,0.026,moderate,0.038,,,,,better,0.025
156,,,,,article,0.026,,,,,,,,,wholly,0.027,,,strategic,0.024,,,implication,0.032,,,emerged,0.029,empirically,0.023,,,,,currently,0.026,moreover,0.038,,,,,explored,0.025
157,,,,,finding,0.024,,,,,,,,,cost,0.025,,,using,0.024,,,acquiring,0.031,,,entity,0.029,europe,0.023,,,,,demand,0.026,nature,0.038,,,,,high,0.025
158,,,,,focus,0.024,,,,,,,,,examined,0.025,,,view,0.024,,,action,0.031,,,experimentation,0.029,examining,0.023,,,,,despite,0.026,need,0.038,,,,,idea,0.025
159,,,,,performance,0.024,,,,,,,,,including,0.025,,,show,0.023,,,address,0.031,,,governmental,0.029,existing,0.023,,,,,facing,0.026,point,0.038,,,,,internal,0.025
160,,,,,three,0.024,,,,,,,,,luo,0.025,,,support,0.023,,,addressed,0.031,,,hungarian,0.029,exporting,0.023,,,,,finland,0.026,requires,0.038,,,,,international,0.025
161,,,,,model,0.023,,,,,,,,,model,0.025,,,two,0.023,,,affiliated,0.031,,,ideology,0.029,highly,0.023,,,,,following,0.026,suggestion,0.038,,,,,moderate,0.025
162,,,,,country,0.022,,,,,,,,,overall,0.025,,,abundance,0.022,,,age,0.031,,,japan,0.029,include,0.023,,,,,information,0.026,traditional,0.038,,,,,objective,0.025
163,,,,,study,0.022,,,,,,,,,subsidiary,0.025,,,academy,0.022,,,appear,0.031,,,jiang,0.029,largely,0.023,,,,,interaction,0.026,asset,0.035,,,,,organization,0.025
164,,,,,,,,,,,,,,,tested,0.025,,,adopter,0.022,,,characterized,0.031,,,leg,0.029,matter,0.023,,,,,investigates,0.026,dynamic,0.035,,,,,product,0.025
165,,,,,,,,,,,,,,,although,0.023,,,advice,0.022,,,constraint,0.031,,,line,0.029,measurement,0.023,,,,,know,0.026,enhance,0.035,,,,,significantly,0.025
166,,,,,,,,,,,,,,,change,0.023,,,along,0.022,,,continuous,0.031,,,lyles,0.029,north,0.023,,,,,last,0.026,one,0.035,,,,,structure,0.025
167,,,,,,,,,,,,,,,doi,0.023,,,antecedent,0.022,,,corruption,0.031,,,misalignment,0.029,option,0.023,,,,,little,0.026,part,0.035,,,,,tung,0.025
168,,,,,,,,,,,,,,,field,0.023,,,attributed,0.022,,,critique,0.031,,,nested,0.029,previous,0.023,,,,,majority,0.026,scholar,0.035,,,,,addition,0.024
169,,,,,,,,,,,,,,,greater,0.023,,,breed,0.022,,,current,0.031,,,overseas,0.029,proposition,0.023,,,,,manage,0.026,several,0.035,,,,,asset,0.024
170,,,,,,,,,,,,,,,jib,0.023,,,built,0.022,,,decide,0.031,,,player,0.029,reduce,0.023,,,,,mobile,0.026,toward,0.035,,,,,distance,0.024
171,,,,,,,,,,,,,,,perspective,0.023,,,capture,0.022,,,delineate,0.031,,,probing,0.029,size,0.023,,,,,organisation,0.026,variety,0.035,,,,,enhance,0.024
172,,,,,,,,,,,,,,,researcher,0.023,,,chosen,0.022,,,describe,0.031,,,promotion,0.029,therefore,0.023,,,,,perception,0.026,way,0.035,,,,,indicate,0.024
173,,,,,,,,,,,,,,,system,0.023,,,commonly,0.022,,,difficult,0.031,,,proximity,0.029,variable,0.023,,,,,portfolio,0.026,world,0.035,,,,,overall,0.024
174,,,,,,,,,,,,,,,thus,0.023,,,compared,0.022,,,driven,0.031,,,rate,0.029,economics,0.021,,,,,position,0.026,across,0.033,,,,,several,0.024
175,,,,,,,,,,,,,,,transaction,0.023,,,conceptualisation,0.022,,,engage,0.031,,,rise,0.029,european,0.021,,,,,procedure,0.026,change,0.033,,,,,tested,0.024
176,,,,,,,,,,,,,,,understanding,0.023,,,conceptualising,0.022,,,explicitly,0.031,,,shed,0.029,evidence,0.021,,,,,quarter,0.026,cultural,0.033,,,,,unit,0.024
177,,,,,,,,,,,,,,,within,0.023,,,concluding,0.022,,,focusing,0.031,,,theoretically,0.029,high,0.021,,,,,questionnaire,0.026,dimension,0.033,,,,,validity,0.024
178,,,,,,,,,,,,,,,critical,0.022,,,conjecture,0.022,,,interface,0.031,,,transferred,0.029,highlight,0.021,,,,,take,0.026,doi,0.033,,,,,value,0.024
179,,,,,,,,,,,,,,,data,0.022,,,contemporary,0.022,,,intermediate,0.031,,,tripod,0.029,lead,0.021,,,,,training,0.026,explanation,0.033,,,,,variety,0.024
180,,,,,,,,,,,,,,,determinant,0.022,,,contextualised,0.022,,,limited,0.031,,,wang,0.029,moreover,0.021,,,,,willingness,0.026,factor,0.033,,,,,way,0.024
181,,,,,,,,,,,,,,,different,0.022,,,contributes,0.022,,,little,0.031,,,developed,0.028,provides,0.021,,,,,yielded,0.026,field,0.033,,,,,across,0.022
182,,,,,,,,,,,,,,,industry,0.022,,,copyright,0.022,,,longitudinal,0.031,,,dimension,0.028,significantly,0.021,,,,,theory,0.024,jib,0.033,,,,,become,0.022
183,,,,,,,,,,,,,,,internationalization,0.022,,,crown,0.022,,,makino,0.031,,,discus,0.028,suggestion,0.021,,,,,american,0.023,journal,0.033,,,,,decision,0.022
184,,,,,,,,,,,,,,,multinational,0.022,,,cutting,0.022,,,multilevel,0.031,,,doi,0.028,identified,0.02,,,,,assumed,0.023,mne,0.033,,,,,developed,0.022
185,,,,,,,,,,,,,,,network,0.022,,,date,0.022,,,oli,0.031,,,finding,0.028,luo,0.02,,,,,attribute,0.023,offer,0.033,,,,,discussed,0.022
186,,,,,,,,,,,,,,,present,0.022,,,delay,0.022,,,outside,0.031,,,help,0.028,overall,0.02,,,,,based,0.023,researcher,0.033,,,,,extent,0.022
187,,,,,,,,,,,,,,,recent,0.022,,,disadvantaged,0.022,,,overcome,0.031,,,jib,0.028,related,0.02,,,,,changing,0.023,argue,0.031,,,,,operation,0.022
188,,,,,,,,,,,,,,,suggest,0.022,,,disciplinary,0.022,,,portfolio,0.031,,,test,0.028,several,0.02,,,,,considering,0.023,examine,0.031,,,,,associated,0.021
189,,,,,,,,,,,,,,,direct,0.02,,,discrepancy,0.022,,,pursue,0.031,,,type,0.028,change,0.018,,,,,contribution,0.023,framework,0.031,,,,,data,0.021
190,,,,,,,,,,,,,,,examines,0.02,,,distinctive,0.022,,,pursuit,0.031,,,within,0.028,decision,0.018,,,,,drawn,0.023,investment,0.031,,,,,determinant,0.021
191,,,,,,,,,,,,,,,key,0.02,,,domestic,0.022,,,quality,0.031,,,analysis,0.027,degree,0.018,,,,,effectiveness,0.023,many,0.031,,,,,examine,0.021
192,,,,,,,,,,,,,,,role,0.02,,,drawback,0.022,,,rarely,0.031,,,implication,0.027,discus,0.018,,,,,emergence,0.023,measure,0.031,,,,,learning,0.021
193,,,,,,,,,,,,,,,work,0.02,,,edge,0.022,,,region,0.031,,,advanced,0.026,discussed,0.018,,,,,employee,0.023,past,0.031,,,,,many,0.021
194,,,,,,,,,,,,,,,future,0.019,,,efficacy,0.022,,,regulatory,0.031,,,affiliated,0.026,field,0.018,,,,,explore,0.023,theoretical,0.031,,,,,method,0.021
195,,,,,,,,,,,,,,,manager,0.019,,,efficient,0.022,,,singh,0.031,,,agency,0.026,host,0.018,,,,,facilitate,0.023,direct,0.029,,,,,recent,0.021
196,,,,,,,,,,,,,,,two,0.019,,,element,0.022,,,societal,0.031,,,complementary,0.026,make,0.018,,,,,fundamental,0.023,economic,0.029,,,,,suggest,0.021
197,,,,,,,,,,,,,,,abound,0.018,,,elli,0.022,,,step,0.031,,,constraint,0.026,system,0.018,,,,,identifies,0.023,examines,0.029,,,,,issue,0.02
198,,,,,,,,,,,,,,,absolute,0.018,,,elucidate,0.022,,,study,0.031,,,coordination,0.026,type,0.018,,,,,individual,0.023,first,0.029,,,,,resource,0.02
199,,,,,,,,,,,,,,,acquirer,0.018,,,embraced,0.022,,,suffer,0.031,,,critical,0.026,critical,0.017,,,,,involved,0.023,key,0.029,,,,,sample,0.02
200,,,,,,,,,,,,,,,add,0.018,,,enable,0.022,,,tackle,0.031,,,dependence,0.026,environment,0.017,,,,,largely,0.023,level,0.029,,,,,suggests,0.02
201,,,,,,,,,,,,,,,additional,0.018,,,engender,0.022,,,technological,0.031,,,disadvantage,0.026,examine,0.017,,,,,leading,0.023,role,0.029,,,,,view,0.02
202,,,,,,,,,,,,,,,administrative,0.018,,,exhibit,0.022,,,theorizing,0.031,,,divergence,0.026,found,0.017,,,,,major,0.023,suggests,0.029,,,,,characteristic,0.018
203,,,,,,,,,,,,,,,almost,0.018,,,existence,0.022,,,topic,0.031,,,drive,0.026,framework,0.017,,,,,making,0.023,work,0.029,,,,,management,0.018
204,,,,,,,,,,,,,,,annual,0.018,,,expanded,0.022,,,versus,0.031,,,engage,0.026,however,0.017,,,,,opportunity,0.023,concept,0.028,,,,,manager,0.018
205,,,,,,,,,,,,,,,applicable,0.018,,,expected,0.022,,,acquire,0.028,,,equity,0.026,industry,0.017,,,,,pattern,0.023,relationship,0.028,,,,,result,0.018
206,,,,,,,,,,,,,,,applied,0.018,,,experienced,0.022,,,another,0.028,,,examination,0.026,mechanism,0.017,,,,,reflect,0.023,two,0.028,,,,,two,0.018
207,,,,,,,,,,,,,,,avoid,0.018,,,explains,0.022,,,argues,0.028,,,examine,0.026,present,0.017,,,,,regarding,0.023,influence,0.026,,,,,finding,0.017
208,,,,,,,,,,,,,,,berry,0.018,,,explication,0.022,,,argument,0.028,,,exploring,0.026,suggest,0.017,,,,,revealed,0.023,focus,0.025,,,,,focus,0.017
209,,,,,,,,,,,,,,,calculate,0.018,,,exporter,0.022,,,aspect,0.028,,,found,0.026,economic,0.016,,,,,science,0.023,strategy,0.025,,,,,process,0.017
210,,,,,,,,,,,,,,,calculation,0.018,,,extant,0.022,,,boundary,0.028,,,globalization,0.026,hypothesis,0.016,,,,,similarity,0.023,implication,0.024,,,,,strategy,0.017
211,,,,,,,,,,,,,,,century,0.018,,,fischer,0.022,,,empirically,0.028,,,increase,0.026,knowledge,0.016,,,,,understood,0.023,foreign,0.022,,,,,three,0.017
212,,,,,,,,,,,,,,,challenging,0.018,,,grow,0.022,,,entrepreneurial,0.028,,,likely,0.026,local,0.016,,,,,various,0.023,theory,0.022,,,,,implication,0.016
213,,,,,,,,,,,,,,,comparative,0.018,,,guanxi,0.022,,,entrepreneurship,0.028,,,mean,0.026,review,0.016,,,,,around,0.022,,,,,,,market,0.016
214,,,,,,,,,,,,,,,compare,0.018,,,happens,0.022,,,extension,0.028,,,multiple,0.026,suggests,0.016,,,,,building,0.022,,,,,,,research,0.016
215,,,,,,,,,,,,,,,compete,0.018,,,helping,0.022,,,facilitate,0.028,,,recent,0.026,characteristic,0.015,,,,,competition,0.022,,,,,,,theory,0.014
216,,,,,,,,,,,,,,,composite,0.018,,,imply,0.022,,,finally,0.028,,,regional,0.026,concept,0.015,,,,,develop,0.022,,,,,,,,
217,,,,,,,,,,,,,,,concern,0.018,,,importing,0.022,,,force,0.028,,,regulatory,0.026,future,0.015,,,,,evidence,0.022,,,,,,,,
218,,,,,,,,,,,,,,,concrete,0.018,,,inception,0.022,,,innovation,0.028,,,relatively,0.026,specific,0.015,,,,,importance,0.022,,,,,,,,
219,,,,,,,,,,,,,,,connectedness,0.018,,,incomplete,0.022,,,integrate,0.028,,,reveal,0.026,approach,0.014,,,,,large,0.022,,,,,,,,
220,,,,,,,,,,,,,,,consolidate,0.018,,,incongruent,0.022,,,inter,0.028,,,scholarly,0.026,enterprise,0.014,,,,,might,0.022,,,,,,,,
221,,,,,,,,,,,,,,,contention,0.018,,,inform,0.022,,,investigation,0.028,,,source,0.026,process,0.014,,,,,nature,0.022,,,,,,,,
222,,,,,,,,,,,,,,,cooperate,0.018,,,internationalized,0.022,,,lower,0.028,,,specifically,0.026,three,0.014,,,,,needed,0.022,,,,,,,,
223,,,,,,,,,,,,,,,corroborated,0.018,,,internationalizing,0.022,,,marketing,0.028,,,suggest,0.026,research,0.013,,,,,point,0.022,,,,,,,,
224,,,,,,,,,,,,,,,covariance,0.018,,,interpersonal,0.022,,,mature,0.028,,,sustain,0.026,theory,0.012,,,,,policy,0.022,,,,,,,,
225,,,,,,,,,,,,,,,cumulative,0.018,,,interpretive,0.022,,,multinational,0.028,,,united,0.026,business,0.011,,,,,scale,0.022,,,,,,,,
226,,,,,,,,,,,,,,,customer,0.018,,,investigative,0.022,,,nation,0.028,,,used,0.026,multinational,0.011,,,,,second,0.022,,,,,,,,
227,,,,,,,,,,,,,,,database,0.018,,,inward,0.022,,,outward,0.028,,,using,0.025,,,,,,,significantly,0.022,,,,,,,,
228,,,,,,,,,,,,,,,deeg,0.018,,,jones,0.022,,,play,0.028,,,well,0.025,,,,,,,also,0.02,,,,,,,,
229,,,,,,,,,,,,,,,demographic,0.018,,,laid,0.022,,,propose,0.028,,,work,0.025,,,,,,,capability,0.02,,,,,,,,
230,,,,,,,,,,,,,,,description,0.018,,,late,0.022,,,reduce,0.028,,,acquire,0.023,,,,,,,cost,0.02,,,,,,,,
231,,,,,,,,,,,,,,,differentiating,0.018,,,leverage,0.022,,,regarding,0.028,,,argument,0.023,,,,,,,identified,0.02,,,,,,,,
232,,,,,,,,,,,,,,,dimensional,0.018,,,liesch,0.022,,,seek,0.028,,,characteristic,0.023,,,,,,,including,0.02,,,,,,,,
233,,,,,,,,,,,,,,,diminishes,0.018,,,ltd,0.022,,,shown,0.028,,,common,0.023,,,,,,,mode,0.02,,,,,,,,
234,,,,,,,,,,,,,,,directed,0.018,,,mantymaki,0.022,,,significant,0.028,,,contribution,0.023,,,,,,,overall,0.02,,,,,,,,
235,,,,,,,,,,,,,,,disaggregate,0.018,,,mix,0.022,,,taking,0.028,,,could,0.023,,,,,,,toward,0.02,,,,,,,,
236,,,,,,,,,,,,,,,disaggregating,0.018,,,mort,0.022,,,tend,0.028,,,drawing,0.023,,,,,,,variety,0.02,,,,,,,,
237,,,,,,,,,,,,,,,discrepant,0.018,,,namely,0.022,,,undertaken,0.028,,,entrepreneurship,0.023,,,,,,,world,0.02,,,,,,,,
238,,,,,,,,,,,,,,,disruptive,0.018,,,near,0.022,,,via,0.028,,,largest,0.023,,,,,,,corporation,0.019,,,,,,,,
239,,,,,,,,,,,,,,,dissatisfaction,0.018,,,nurtured,0.022,,,weakness,0.028,,,light,0.023,,,,,,,discussed,0.019,,,,,,,,
240,,,,,,,,,,,,,,,diversify,0.018,,,obtaining,0.022,,,whether,0.028,,,mature,0.023,,,,,,,especially,0.019,,,,,,,,
241,,,,,,,,,,,,,,,dow,0.018,,,older,0.022,,,analyze,0.026,,,opportunity,0.023,,,,,,,generally,0.019,,,,,,,,
242,,,,,,,,,,,,,,,drogendijk,0.018,,,paavilainen,0.022,,,competition,0.026,,,organisational,0.023,,,,,,,greater,0.019,,,,,,,,
243,,,,,,,,,,,,,,,dual,0.018,,,paving,0.022,,,consider,0.026,,,perceived,0.023,,,,,,,host,0.019,,,,,,,,
244,,,,,,,,,,,,,,,dynamism,0.018,,,period,0.022,,,develop,0.026,,,play,0.023,,,,,,,make,0.019,,,,,,,,
245,,,,,,,,,,,,,,,education,0.018,,,persist,0.022,,,dunning,0.026,,,propose,0.023,,,,,,,mncs,0.019,,,,,,,,
246,,,,,,,,,,,,,,,enhances,0.018,,,piekkari,0.022,,,economics,0.026,,,represents,0.023,,,,,,,offer,0.019,,,,,,,,
247,,,,,,,,,,,,,,,enhancing,0.018,,,plakoyiannaki,0.022,,,form,0.026,,,result,0.023,,,,,,,perspective,0.019,,,,,,,,
248,,,,,,,,,,,,,,,envisages,0.018,,,precede,0.022,,,growing,0.026,,,seeking,0.023,,,,,,,term,0.019,,,,,,,,
249,,,,,,,,,,,,,,,erramilli,0.018,,,precise,0.022,,,highlight,0.026,,,set,0.023,,,,,,,thus,0.019,,,,,,,,
250,,,,,,,,,,,,,,,essentially,0.018,,,prior,0.022,,,inc,0.026,,,significant,0.023,,,,,,,understanding,0.019,,,,,,,,
251,,,,,,,,,,,,,,,establishing,0.018,,,profitably,0.022,,,internal,0.026,,,social,0.023,,,,,,,within,0.019,,,,,,,,
252,,,,,,,,,,,,,,,example,0.018,,,progress,0.022,,,might,0.026,,,structural,0.023,,,,,,,associated,0.018,,,,,,,,
253,,,,,,,,,,,,,,,experiencing,0.018,,,prominent,0.022,,,need,0.026,,,support,0.023,,,,,,,data,0.018,,,,,,,,
254,,,,,,,,,,,,,,,express,0.018,,,propensity,0.022,,,needed,0.026,,,taking,0.023,,,,,,,experience,0.018,,,,,,,,
255,,,,,,,,,,,,,,,facet,0.018,,,prowess,0.022,,,particular,0.026,,,two,0.023,,,,,,,increasing,0.018,,,,,,,,
256,,,,,,,,,,,,,,,focused,0.018,,,purported,0.022,,,policy,0.026,,,unique,0.023,,,,,,,network,0.018,,,,,,,,
257,,,,,,,,,,,,,,,foreignness,0.018,,,purposefully,0.022,,,rather,0.026,,,management,0.022,,,,,,,present,0.018,,,,,,,,
258,,,,,,,,,,,,,,,geert,0.018,,,raising,0.022,,,requires,0.026,,,border,0.021,,,,,,,direct,0.017,,,,,,,,
259,,,,,,,,,,,,,,,griffith,0.018,,,rapidly,0.022,,,reserved,0.026,,,competitive,0.021,,,,,,,examines,0.017,,,,,,,,
260,,,,,,,,,,,,,,,ground,0.018,,,reference,0.022,,,tung,0.026,,,condition,0.021,,,,,,,first,0.017,,,,,,,,
261,,,,,,,,,,,,,,,guillen,0.018,,,referral,0.022,,,addition,0.024,,,decade,0.021,,,,,,,key,0.017,,,,,,,,
262,,,,,,,,,,,,,,,habib,0.018,,,reliance,0.022,,,area,0.024,,,development,0.021,,,,,,,national,0.017,,,,,,,,
263,,,,,,,,,,,,,,,hidden,0.018,,,remark,0.022,,,examined,0.024,,,high,0.021,,,,,,,work,0.017,,,,,,,,
264,,,,,,,,,,,,,,,hinders,0.018,,,requisite,0.022,,,explain,0.024,,,highlight,0.021,,,,,,,characteristic,0.016,,,,,,,,
265,,,,,,,,,,,,,,,hold,0.018,,,reuber,0.022,,,find,0.024,,,inc,0.021,,,,,,,future,0.016,,,,,,,,
266,,,,,,,,,,,,,,,hostility,0.018,,,scarce,0.022,,,government,0.024,,,objective,0.021,,,,,,,impact,0.016,,,,,,,,
267,,,,,,,,,,,,,,,hwang,0.018,,,scientific,0.022,,,luo,0.024,,,particular,0.021,,,,,,,relationship,0.016,,,,,,,,
268,,,,,,,,,,,,,,,implies,0.018,,,selling,0.022,,,response,0.024,,,phenomenon,0.021,,,,,,,support,0.016,,,,,,,,
269,,,,,,,,,,,,,,,improving,0.018,,,sensemaking,0.022,,,right,0.024,,,reserved,0.021,,,,,,,two,0.016,,,,,,,,
