,17,17,13,13,11,11,22,22,12,12,19,19,6,6,3,3,18,18,21,21,7,7,10,10,2,2,9,9,4,4,14,14,5,5,1,1,15,15,8,8,20,20,16,16
270,,,,,,,,,,,,,,,incongruity,0.018,,,separate,0.022,,,scholar,0.024,,,second,0.021,,,,,,,empirical,0.015,,,,,,,,
271,,,,,,,,,,,,,,,incorporation,0.018,,,similarly,0.022,,,service,0.024,,,survey,0.021,,,,,,,important,0.015,,,,,,,,
272,,,,,,,,,,,,,,,incremental,0.018,,,simple,0.022,,,several,0.024,,,technology,0.021,,,,,,,approach,0.014,,,,,,,,
273,,,,,,,,,,,,,,,incrementally,0.018,,,site,0.022,,,toward,0.024,,,three,0.021,,,,,,,enterprise,0.014,,,,,,,,
274,,,,,,,,,,,,,,,indicates,0.018,,,sized,0.022,,,way,0.024,,,among,0.02,,,,,,,performance,0.014,,,,,,,,
275,,,,,,,,,,,,,,,inefficiency,0.018,,,software,0.022,,,world,0.024,,,capability,0.02,,,,,,,strategy,0.014,,,,,,,,
276,,,,,,,,,,,,,,,inspired,0.018,,,solidarity,0.022,,,yet,0.024,,,explain,0.02,,,,,,,three,0.014,,,,,,,,
277,,,,,,,,,,,,,,,instrument,0.018,,,spirit,0.022,,,although,0.022,,,overall,0.02,,,,,,,market,0.013,,,,,,,,
278,,,,,,,,,,,,,,,intensify,0.018,,,success,0.022,,,become,0.022,,,practice,0.02,,,,,,,business,0.011,,,,,,,,
279,,,,,,,,,,,,,,,internationalising,0.018,,,sufficient,0.022,,,buckley,0.022,,,related,0.02,,,,,,,,,,,,,,,,
280,,,,,,,,,,,,,,,invariant,0.018,,,suited,0.022,,,corporation,0.022,,,right,0.02,,,,,,,,,,,,,,,,
281,,,,,,,,,,,,,,,invested,0.018,,,synthetic,0.022,,,degree,0.022,,,yet,0.02,,,,,,,,,,,,,,,,
282,,,,,,,,,,,,,,,jackson,0.018,,,tended,0.022,,,especially,0.022,,,advantage,0.019,,,,,,,,,,,,,,,,
283,,,,,,,,,,,,,,,june,0.018,,,theorise,0.022,,,generally,0.022,,,although,0.019,,,,,,,,,,,,,,,,
284,,,,,,,,,,,,,,,karunaratna,0.018,,,thinking,0.022,,,governance,0.022,,,company,0.019,,,,,,,,,,,,,,,,
285,,,,,,,,,,,,,,,kim,0.018,,,traditionally,0.022,,,make,0.022,,,corporation,0.019,,,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,,kirkman,0.018,,,typical,0.022,,,production,0.022,,,cultural,0.019,,,,,,,,,,,,,,,,
287,,,,,,,,,,,,,,,landscape,0.018,,,unifying,0.022,,,stage,0.022,,,decision,0.019,,,,,,,,,,,,,,,,
288,,,,,,,,,,,,,,,language,0.018,,,unresolved,0.022,,,test,0.022,,,degree,0.019,,,,,,,,,,,,,,,,
289,,,,,,,,,,,,,,,limiting,0.018,,,ups,0.022,,,transaction,0.022,,,especially,0.019,,,,,,,,,,,,,,,,
290,,,,,,,,,,,,,,,long,0.018,,,utilisation,0.022,,,type,0.022,,,explanation,0.019,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,lowe,0.018,,,utilise,0.022,,,associated,0.021,,,factor,0.019,,,,,,,,,,,,,,,,
292,,,,,,,,,,,,,,,mahalanobis,0.018,,,validated,0.022,,,critical,0.021,,,four,0.019,,,,,,,,,,,,,,,,
293,,,,,,,,,,,,,,,moderator,0.018,,,valuable,0.022,,,determinant,0.021,,,question,0.019,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,,morosini,0.018,,,weerawardena,0.022,,,environment,0.021,,,strong,0.019,,,,,,,,,,,,,,,,
295,,,,,,,,,,,,,,,neoclassical,0.018,,,welch,0.022,,,experience,0.021,,,system,0.019,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,,,,ninety,0.018,,,younger,0.022,,,however,0.021,,,term,0.019,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,nyaw,0.018,,,zahra,0.022,,,increasing,0.021,,,transaction,0.019,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,operational,0.018,,,abroad,0.019,,,many,0.021,,,determinant,0.017,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,outlining,0.018,,,acquired,0.019,,,measure,0.021,,,industry,0.017,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,preference,0.018,,,ago,0.019,,,method,0.021,,,internationalization,0.017,,,,,,,,,,,,,,,,
301,,,,,,,,,,,,,,,produced,0.018,,,build,0.019,,,network,0.021,,,many,0.017,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,proposing,0.018,,,causal,0.019,,,past,0.021,,,past,0.017,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,prove,0.018,,,characterized,0.019,,,present,0.021,,,examines,0.016,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,providing,0.018,,,classic,0.019,,,theoretical,0.021,,,first,0.016,,,,,,,,,,,,,,,,
305,,,,,,,,,,,,,,,psychology,0.018,,,commentary,0.019,,,used,0.021,,,future,0.016,,,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,,ranging,0.018,,,conceptualizing,0.019,,,context,0.02,,,hypothesis,0.016,,,,,,,,,,,,,,,,
307,,,,,,,,,,,,,,,reaching,0.018,,,conclusion,0.019,,,control,0.02,,,issue,0.016,,,,,,,,,,,,,,,,
308,,,,,,,,,,,,,,,recommendation,0.018,,,considered,0.019,,,economic,0.02,,,key,0.016,,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,,religion,0.018,,,content,0.019,,,hypothesis,0.02,,,literature,0.016,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,repertoire,0.018,,,create,0.019,,,issue,0.02,,,location,0.016,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,resolve,0.018,,,criterion,0.019,,,level,0.02,,,manager,0.016,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,restatement,0.018,,,deal,0.019,,,review,0.02,,,specific,0.016,,,,,,,,,,,,,,,,
313,,,,,,,,,,,,,,,revised,0.018,,,debate,0.019,,,role,0.02,,,accumulative,0.015,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,rigor,0.018,,,defined,0.019,,,using,0.02,,,active,0.015,,,,,,,,,,,,,,,,
315,,,,,,,,,,,,,,,rigorous,0.018,,,describes,0.019,,,view,0.02,,,actual,0.015,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,root,0.018,,,despite,0.019,,,well,0.02,,,adjustment,0.015,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,routine,0.018,,,distinct,0.019,,,characteristic,0.019,,,adopts,0.015,,,,,,,,,,,,,,,,
318,,,,,,,,,,,,,,,russell,0.018,,,distinguish,0.019,,,future,0.019,,,affected,0.015,,,,,,,,,,,,,,,,
319,,,,,,,,,,,,,,,sage,0.018,,,done,0.019,,,literature,0.019,,,allocation,0.015,,,,,,,,,,,,,,,,
320,,,,,,,,,,,,,,,sequential,0.018,,,established,0.019,,,result,0.019,,,analyse,0.015,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,shane,0.018,,,evolve,0.019,,,show,0.019,,,analysing,0.015,,,,,,,,,,,,,,,,
322,,,,,,,,,,,,,,,similar,0.018,,,experiential,0.019,,,support,0.019,,,analyst,0.015,,,,,,,,,,,,,,,,
323,,,,,,,,,,,,,,,six,0.018,,,experiment,0.019,,,empirical,0.018,,,antidumping,0.015,,,,,,,,,,,,,,,,
324,,,,,,,,,,,,,,,span,0.018,,,explanatory,0.019,,,influence,0.018,,,applicability,0.015,,,,,,,,,,,,,,,,
325,,,,,,,,,,,,,,,stable,0.018,,,export,0.019,,,approach,0.017,,,article,0.015,,,,,,,,,,,,,,,,
326,,,,,,,,,,,,,,,stake,0.018,,,following,0.019,,,process,0.017,,,articulated,0.015,,,,,,,,,,,,,,,,
327,,,,,,,,,,,,,,,statistically,0.018,,,founding,0.019,,,three,0.017,,,asia,0.015,,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,,substantial,0.018,,,gain,0.019,,,based,0.014,,,assist,0.015,,,,,,,,,,,,,,,,
329,,,,,,,,,,,,,,,summary,0.018,,,highlighting,0.019,,,,,,,assistance,0.015,,,,,,,,,,,,,,,,
330,,,,,,,,,,,,,,,supplier,0.018,,,incidence,0.019,,,,,,,average,0.015,,,,,,,,,,,,,,,,
331,,,,,,,,,,,,,,,surrogate,0.018,,,information,0.019,,,,,,,balanced,0.015,,,,,,,,,,,,,,,,
332,,,,,,,,,,,,,,,survival,0.018,,,integrating,0.019,,,,,,,bank,0.015,,,,,,,,,,,,,,,,
333,,,,,,,,,,,,,,,tends,0.018,,,integration,0.019,,,,,,,barrier,0.015,,,,,,,,,,,,,,,,
334,,,,,,,,,,,,,,,thereby,0.018,,,intensive,0.019,,,,,,,became,0.015,,,,,,,,,,,,,,,,
335,,,,,,,,,,,,,,,thin,0.018,,,know,0.019,,,,,,,belief,0.015,,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,,took,0.018,,,larger,0.019,,,,,,,best,0.015,,,,,,,,,,,,,,,,
337,,,,,,,,,,,,,,,topography,0.018,,,last,0.019,,,,,,,biased,0.015,,,,,,,,,,,,,,,,
338,,,,,,,,,,,,,,,treatment,0.018,,,legal,0.019,,,,,,,boe,0.015,,,,,,,,,,,,,,,,
339,,,,,,,,,,,,,,,twenty,0.018,,,manufacturing,0.019,,,,,,,breadth,0.015,,,,,,,,,,,,,,,,
340,,,,,,,,,,,,,,,unchanged,0.018,,,marketplace,0.019,,,,,,,cantwell,0.015,,,,,,,,,,,,,,,,
341,,,,,,,,,,,,,,,unidimensional,0.018,,,methodology,0.019,,,,,,,care,0.015,,,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,,usefully,0.018,,,necessarily,0.019,,,,,,,cdc,0.015,,,,,,,,,,,,,,,,
343,,,,,,,,,,,,,,,utility,0.018,,,necessary,0.019,,,,,,,character,0.015,,,,,,,,,,,,,,,,
344,,,,,,,,,,,,,,,utilized,0.018,,,novel,0.019,,,,,,,clegg,0.015,,,,,,,,,,,,,,,,
345,,,,,,,,,,,,,,,utilizing,0.018,,,original,0.019,,,,,,,comparatively,0.015,,,,,,,,,,,,,,,,
346,,,,,,,,,,,,,,,vahlne,0.018,,,outside,0.019,,,,,,,competence,0.015,,,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,,variance,0.018,,,positioned,0.019,,,,,,,comprised,0.015,,,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,,verifiable,0.018,,,presented,0.019,,,,,,,concentration,0.015,,,,,,,,,,,,,,,,
349,,,,,,,,,,,,,,,vermeulen,0.018,,,relevant,0.019,,,,,,,conduct,0.015,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,versa,0.018,,,reported,0.019,,,,,,,confirming,0.015,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,,version,0.018,,,sale,0.019,,,,,,,conform,0.015,,,,,,,,,,,,,,,,
352,,,,,,,,,,,,,,,vice,0.018,,,source,0.019,,,,,,,confronting,0.015,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,,viewed,0.018,,,spurred,0.019,,,,,,,connects,0.015,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,volume,0.018,,,succeed,0.019,,,,,,,consisting,0.015,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,warranted,0.018,,,successful,0.019,,,,,,,constituent,0.015,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,web,0.018,,,superior,0.019,,,,,,,constrain,0.015,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,whereas,0.018,,,systematically,0.019,,,,,,,contingent,0.015,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,wide,0.018,,,tie,0.019,,,,,,,controlled,0.015,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,wrong,0.018,,,today,0.019,,,,,,,coverage,0.015,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,zurawicki,0.018,,,widely,0.019,,,,,,,creates,0.015,,,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,,market,0.017,,,worldwide,0.019,,,,,,,creativity,0.015,,,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,,process,0.017,,,zhou,0.019,,,,,,,cui,0.015,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,strategy,0.017,,,acquire,0.017,,,,,,,decentralized,0.015,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,three,0.017,,,alternative,0.017,,,,,,,demonstrating,0.015,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,action,0.016,,,analyzed,0.017,,,,,,,deng,0.015,,,,,,,,,,,,,,,,
366,,,,,,,,,,,,,,,advanced,0.016,,,argument,0.017,,,,,,,depend,0.015,,,,,,,,,,,,,,,,
367,,,,,,,,,,,,,,,affiliate,0.016,,,call,0.017,,,,,,,depth,0.015,,,,,,,,,,,,,,,,
368,,,,,,,,,,,,,,,aimed,0.016,,,canadian,0.017,,,,,,,derives,0.015,,,,,,,,,,,,,,,,
369,,,,,,,,,,,,,,,answer,0.016,,,china,0.017,,,,,,,design,0.015,,,,,,,,,,,,,,,,
370,,,,,,,,,,,,,,,argued,0.016,,,choose,0.017,,,,,,,dhanaraj,0.015,,,,,,,,,,,,,,,,
371,,,,,,,,,,,,,,,attention,0.016,,,conducted,0.017,,,,,,,differently,0.015,,,,,,,,,,,,,,,,
372,,,,,,,,,,,,,,,balance,0.016,,,consistent,0.017,,,,,,,dominated,0.015,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,comprehensive,0.016,,,crucial,0.017,,,,,,,douglas,0.015,,,,,,,,,,,,,,,,
374,,,,,,,,,,,,,,,conceptualization,0.016,,,diverse,0.017,,,,,,,dyl,0.015,,,,,,,,,,,,,,,,
375,,,,,,,,,,,,,,,conceptualized,0.016,,,expand,0.017,,,,,,,economist,0.015,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,concerning,0.016,,,explaining,0.017,,,,,,,elucidates,0.015,,,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,,conflicting,0.016,,,exporting,0.017,,,,,,,endowment,0.015,,,,,,,,,,,,,,,,
378,,,,,,,,,,,,,,,considered,0.016,,,finally,0.017,,,,,,,enhanced,0.015,,,,,,,,,,,,,,,,
379,,,,,,,,,,,,,,,controlling,0.016,,,foundation,0.017,,,,,,,enthusiastically,0.015,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,create,0.016,,,higher,0.017,,,,,,,entrepreneur,0.015,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,creation,0.016,,,highly,0.017,,,,,,,equal,0.015,,,,,,,,,,,,,,,,
382,,,,,,,,,,,,,,,delineated,0.016,,,increasingly,0.017,,,,,,,escapism,0.015,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,dependent,0.016,,,interest,0.017,,,,,,,ethical,0.015,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,detailed,0.016,,,largest,0.017,,,,,,,evaluating,0.015,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,detrimental,0.016,,,light,0.017,,,,,,,evolving,0.015,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,done,0.016,,,link,0.017,,,,,,,excessive,0.015,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,either,0.016,,,marketing,0.017,,,,,,,exert,0.015,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,embedded,0.016,,,mature,0.017,,,,,,,expanding,0.015,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,enter,0.016,,,methodological,0.017,,,,,,,explicating,0.015,,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,,entering,0.016,,,multi,0.017,,,,,,,fading,0.015,,,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,,examination,0.016,,,natural,0.017,,,,,,,feasibility,0.015,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,exploitation,0.016,,,number,0.017,,,,,,,fey,0.015,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,exploring,0.016,,,outward,0.017,,,,,,,foster,0.015,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,failed,0.016,,,partner,0.017,,,,,,,generalization,0.015,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,focusing,0.016,,,play,0.017,,,,,,,generation,0.015,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,freely,0.016,,,power,0.017,,,,,,,globally,0.015,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,gibson,0.016,,,reflect,0.017,,,,,,,governing,0.015,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,globe,0.016,,,regarding,0.017,,,,,,,han,0.015,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,illustrate,0.016,,,science,0.017,,,,,,,haven,0.015,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,improves,0.016,,,still,0.017,,,,,,,heterogeneous,0.015,,,,,,,,,,,,,,,,
401,,,,,,,,,,,,,,,incidence,0.016,,,trust,0.017,,,,,,,highlighted,0.015,,,,,,,,,,,,,,,,
402,,,,,,,,,,,,,,,increased,0.016,,,undertaken,0.017,,,,,,,historical,0.015,,,,,,,,,,,,,,,,
403,,,,,,,,,,,,,,,influencing,0.016,,,uppsala,0.017,,,,,,,history,0.015,,,,,,,,,,,,,,,,
404,,,,,,,,,,,,,,,initial,0.016,,,would,0.017,,,,,,,holt,0.015,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,integration,0.016,,,access,0.016,,,,,,,hong,0.015,,,,,,,,,,,,,,,,
406,,,,,,,,,,,,,,,introduction,0.016,,,analyze,0.016,,,,,,,identifying,0.015,,,,,,,,,,,,,,,,
407,,,,,,,,,,,,,,,investor,0.016,,,around,0.016,,,,,,,idiosyncratic,0.015,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,johanson,0.016,,,better,0.016,,,,,,,image,0.015,,,,,,,,,,,,,,,,
409,,,,,,,,,,,,,,,latter,0.016,,,condition,0.016,,,,,,,impede,0.015,,,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,,lesson,0.016,,,consider,0.016,,,,,,,imperative,0.015,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,limit,0.016,,,cross,0.016,,,,,,,imperfection,0.015,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,linked,0.016,,,development,0.016,,,,,,,incumbent,0.015,,,,,,,,,,,,,,,,
413,,,,,,,,,,,,,,,longitudinal,0.016,,,develops,0.016,,,,,,,india,0.015,,,,,,,,,,,,,,,,
414,,,,,,,,,,,,,,,matrix,0.016,,,emerging,0.016,,,,,,,indirect,0.015,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,mostly,0.016,,,explored,0.016,,,,,,,infant,0.015,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,order,0.016,,,general,0.016,,,,,,,initiative,0.015,,,,,,,,,,,,,,,,
417,,,,,,,,,,,,,,,original,0.016,,,home,0.016,,,,,,,intellectual,0.015,,,,,,,,,,,,,,,,
418,,,,,,,,,,,,,,,outlined,0.016,,,inc,0.016,,,,,,,intends,0.015,,,,,,,,,,,,,,,,
419,,,,,,,,,,,,,,,overcome,0.016,,,insight,0.016,,,,,,,interconnectedness,0.015,,,,,,,,,,,,,,,,
420,,,,,,,,,,,,,,,peng,0.016,,,large,0.016,,,,,,,internalize,0.015,,,,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,quality,0.016,,,lead,0.016,,,,,,,interrelationship,0.015,,,,,,,,,,,,,,,,
422,,,,,,,,,,,,,,,quarter,0.016,,,made,0.016,,,,,,,investing,0.015,,,,,,,,,,,,,,,,
423,,,,,,,,,,,,,,,questionnaire,0.016,,,might,0.016,,,,,,,isomorphic,0.015,,,,,,,,,,,,,,,,
424,,,,,,,,,,,,,,,range,0.016,,,nature,0.016,,,,,,,justification,0.015,,,,,,,,,,,,,,,,
425,,,,,,,,,,,,,,,recognize,0.016,,,objective,0.016,,,,,,,kafouros,0.015,,,,,,,,,,,,,,,,
426,,,,,,,,,,,,,,,regression,0.016,,,organization,0.016,,,,,,,kaicheng,0.015,,,,,,,,,,,,,,,,
427,,,,,,,,,,,,,,,relation,0.016,,,rather,0.016,,,,,,,lay,0.015,,,,,,,,,,,,,,,,
428,,,,,,,,,,,,,,,relative,0.016,,,structure,0.016,,,,,,,learn,0.015,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,relevant,0.016,,,traditional,0.016,,,,,,,lenovo,0.015,,,,,,,,,,,,,,,,
430,,,,,,,,,,,,,,,seventy,0.016,,,advance,0.015,,,,,,,leveraging,0.015,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,,,,singh,0.016,,,contrast,0.015,,,,,,,lewin,0.015,,,,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,small,0.016,,,culture,0.015,,,,,,,liu,0.015,,,,,,,,,,,,,,,,
433,,,,,,,,,,,,,,,sociology,0.016,,,enhance,0.015,,,,,,,looked,0.015,,,,,,,,,,,,,,,,
434,,,,,,,,,,,,,,,specifically,0.016,,,identified,0.015,,,,,,,lundan,0.015,,,,,,,,,,,,,,,,
435,,,,,,,,,,,,,,,stronger,0.016,,,including,0.015,,,,,,,mainstream,0.015,,,,,,,,,,,,,,,,
436,,,,,,,,,,,,,,,take,0.016,,,internalization,0.015,,,,,,,manner,0.015,,,,,,,,,,,,,,,,
437,,,,,,,,,,,,,,,target,0.016,,,luo,0.015,,,,,,,merely,0.015,,,,,,,,,,,,,,,,
438,,,,,,,,,,,,,,,tihanyi,0.016,,,response,0.015,,,,,,,merger,0.015,,,,,,,,,,,,,,,,
439,,,,,,,,,,,,,,,uncertainty,0.016,,,toward,0.015,,,,,,,micro,0.015,,,,,,,,,,,,,,,,
440,,,,,,,,,,,,,,,versus,0.016,,,validity,0.015,,,,,,,minbaeva,0.015,,,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,widely,0.016,,,value,0.015,,,,,,,monopoly,0.015,,,,,,,,,,,,,,,,
442,,,,,,,,,,,,,,,yielded,0.016,,,way,0.015,,,,,,,morck,0.015,,,,,,,,,,,,,,,,
443,,,,,,,,,,,,,,,zhou,0.016,,,yet,0.015,,,,,,,motivate,0.015,,,,,,,,,,,,,,,,
444,,,,,,,,,,,,,,,firm,0.015,,,although,0.014,,,,,,,multidomestic,0.015,,,,,,,,,,,,,,,,
445,,,,,,,,,,,,,,,theory,0.015,,,become,0.014,,,,,,,nafta,0.015,,,,,,,,,,,,,,,,
446,,,,,,,,,,,,,,,analyzed,0.014,,,construct,0.014,,,,,,,nelson,0.015,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,analyzing,0.014,,,degree,0.014,,,,,,,node,0.015,,,,,,,,,,,,,,,,
448,,,,,,,,,,,,,,,argues,0.014,,,dimension,0.014,,,,,,,normative,0.015,,,,,,,,,,,,,,,,
449,,,,,,,,,,,,,,,available,0.014,,,discussed,0.014,,,,,,,official,0.015,,,,,,,,,,,,,,,,
450,,,,,,,,,,,,,,,central,0.014,,,doi,0.014,,,,,,,offsetting,0.015,,,,,,,,,,,,,,,,
451,,,,,,,,,,,,,,,common,0.014,,,economy,0.014,,,,,,,operationalize,0.015,,,,,,,,,,,,,,,,
452,,,,,,,,,,,,,,,diverse,0.014,,,especially,0.014,,,,,,,ought,0.015,,,,,,,,,,,,,,,,
453,,,,,,,,,,,,,,,draw,0.014,,,generally,0.014,,,,,,,outline,0.015,,,,,,,,,,,,,,,,
454,,,,,,,,,,,,,,,eastern,0.014,,,governance,0.014,,,,,,,paradoxical,0.015,,,,,,,,,,,,,,,,
455,,,,,,,,,,,,,,,europe,0.014,,,help,0.014,,,,,,,park,0.015,,,,,,,,,,,,,,,,
456,,,,,,,,,,,,,,,explaining,0.014,,,operation,0.014,,,,,,,particularly,0.015,,,,,,,,,,,,,,,,
457,,,,,,,,,,,,,,,extension,0.014,,,production,0.014,,,,,,,party,0.015,,,,,,,,,,,,,,,,
458,,,,,,,,,,,,,,,fact,0.014,,,researcher,0.014,,,,,,,pedersen,0.015,,,,,,,,,,,,,,,,
459,,,,,,,,,,,,,,,financial,0.014,,,strong,0.014,,,,,,,penetration,0.015,,,,,,,,,,,,,,,,
460,,,,,,,,,,,,,,,force,0.014,,,thus,0.014,,,,,,,pivotal,0.015,,,,,,,,,,,,,,,,
461,,,,,,,,,,,,,,,fully,0.014,,,transaction,0.014,,,,,,,plausible,0.015,,,,,,,,,,,,,,,,
462,,,,,,,,,,,,,,,geographic,0.014,,,type,0.014,,,,,,,positively,0.015,,,,,,,,,,,,,,,,
463,,,,,,,,,,,,,,,innovation,0.014,,,within,0.014,,,,,,,posse,0.015,,,,,,,,,,,,,,,,
464,,,,,,,,,,,,,,,intensity,0.014,,,associated,0.013,,,,,,,potentially,0.015,,,,,,,,,,,,,,,,
465,,,,,,,,,,,,,,,light,0.014,,,critical,0.013,,,,,,,presently,0.015,,,,,,,,,,,,,,,,
466,,,,,,,,,,,,,,,lower,0.014,,,increasing,0.013,,,,,,,prevalence,0.015,,,,,,,,,,,,,,,,
467,,,,,,,,,,,,,,,measurement,0.014,,,industry,0.013,,,,,,,primary,0.015,,,,,,,,,,,,,,,,
