,17,17,13,13,11,11,22,22,12,12,19,19,6,6,3,3,18,18,21,21,7,7,10,10,2,2,9,9,4,4,14,14,5,5,1,1,15,15,8,8,20,20,16,16
468,,,,,,,,,,,,,,,measuring,0.014,,,past,0.013,,,,,,,principally,0.015,,,,,,,,,,,,,,,,
469,,,,,,,,,,,,,,,multi,0.014,,,recent,0.013,,,,,,,promising,0.015,,,,,,,,,,,,,,,,
470,,,,,,,,,,,,,,,nation,0.014,,,context,0.012,,,,,,,provision,0.015,,,,,,,,,,,,,,,,
471,,,,,,,,,,,,,,,paradigm,0.014,,,control,0.012,,,,,,,public,0.015,,,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,place,0.014,,,first,0.012,,,,,,,quasi,0.015,,,,,,,,,,,,,,,,
473,,,,,,,,,,,,,,,possible,0.014,,,hypothesis,0.012,,,,,,,ralston,0.015,,,,,,,,,,,,,,,,
474,,,,,,,,,,,,,,,potential,0.014,,,level,0.012,,,,,,,rationale,0.015,,,,,,,,,,,,,,,,
475,,,,,,,,,,,,,,,property,0.014,,,local,0.012,,,,,,,reflects,0.015,,,,,,,,,,,,,,,,
476,,,,,,,,,,,,,,,proposed,0.014,,,national,0.012,,,,,,,regionally,0.015,,,,,,,,,,,,,,,,
477,,,,,,,,,,,,,,,remains,0.014,,,sample,0.012,,,,,,,relate,0.015,,,,,,,,,,,,,,,,
478,,,,,,,,,,,,,,,science,0.014,,,work,0.012,,,,,,,resist,0.015,,,,,,,,,,,,,,,,
479,,,,,,,,,,,,,,,shown,0.014,,,characteristic,0.011,,,,,,,retrospective,0.015,,,,,,,,,,,,,,,,
480,,,,,,,,,,,,,,,size,0.014,,,concept,0.011,,,,,,,richard,0.015,,,,,,,,,,,,,,,,
481,,,,,,,,,,,,,,,still,0.014,,,influence,0.011,,,,,,,salk,0.015,,,,,,,,,,,,,,,,
482,,,,,,,,,,,,,,,suggested,0.014,,,location,0.011,,,,,,,sanctioned,0.015,,,,,,,,,,,,,,,,
483,,,,,,,,,,,,,,,taking,0.014,,,manager,0.011,,,,,,,saving,0.015,,,,,,,,,,,,,,,,
484,,,,,,,,,,,,,,,trust,0.014,,,result,0.011,,,,,,,schwartz,0.015,,,,,,,,,,,,,,,,
485,,,,,,,,,,,,,,,understood,0.014,,,focus,0.01,,,,,,,seemingly,0.015,,,,,,,,,,,,,,,,
486,,,,,,,,,,,,,,,usefulness,0.014,,,country,0.009,,,,,,,sensible,0.015,,,,,,,,,,,,,,,,
487,,,,,,,,,,,,,,,various,0.014,,,multinational,0.009,,,,,,,share,0.015,,,,,,,,,,,,,,,,
488,,,,,,,,,,,,,,,verbeke,0.014,,,,,,,,,,,slower,0.015,,,,,,,,,,,,,,,,
489,,,,,,,,,,,,,,,would,0.014,,,,,,,,,,,society,0.015,,,,,,,,,,,,,,,,
490,,,,,,,,,,,,,,,access,0.013,,,,,,,,,,,southeast,0.015,,,,,,,,,,,,,,,,
491,,,,,,,,,,,,,,,analyze,0.013,,,,,,,,,,,spillover,0.015,,,,,,,,,,,,,,,,
492,,,,,,,,,,,,,,,behavior,0.013,,,,,,,,,,,stakeholder,0.015,,,,,,,,,,,,,,,,
493,,,,,,,,,,,,,,,building,0.013,,,,,,,,,,,steensma,0.015,,,,,,,,,,,,,,,,
494,,,,,,,,,,,,,,,complexity,0.013,,,,,,,,,,,stem,0.015,,,,,,,,,,,,,,,,
495,,,,,,,,,,,,,,,consider,0.013,,,,,,,,,,,strand,0.015,,,,,,,,,,,,,,,,
496,,,,,,,,,,,,,,,decade,0.013,,,,,,,,,,,stream,0.015,,,,,,,,,,,,,,,,
497,,,,,,,,,,,,,,,dunning,0.013,,,,,,,,,,,substantive,0.015,,,,,,,,,,,,,,,,
498,,,,,,,,,,,,,,,high,0.013,,,,,,,,,,,surge,0.015,,,,,,,,,,,,,,,,
499,,,,,,,,,,,,,,,home,0.013,,,,,,,,,,,svs,0.015,,,,,,,,,,,,,,,,
500,,,,,,,,,,,,,,,idea,0.013,,,,,,,,,,,tax,0.015,,,,,,,,,,,,,,,,
501,,,,,,,,,,,,,,,large,0.013,,,,,,,,,,,tcl,0.015,,,,,,,,,,,,,,,,
502,,,,,,,,,,,,,,,lead,0.013,,,,,,,,,,,tenet,0.015,,,,,,,,,,,,,,,,
503,,,,,,,,,,,,,,,made,0.013,,,,,,,,,,,terpstra,0.015,,,,,,,,,,,,,,,,
504,,,,,,,,,,,,,,,moreover,0.013,,,,,,,,,,,theme,0.015,,,,,,,,,,,,,,,,
505,,,,,,,,,,,,,,,needed,0.013,,,,,,,,,,,thought,0.015,,,,,,,,,,,,,,,,
506,,,,,,,,,,,,,,,particular,0.013,,,,,,,,,,,throughout,0.015,,,,,,,,,,,,,,,,
507,,,,,,,,,,,,,,,provides,0.013,,,,,,,,,,,total,0.015,,,,,,,,,,,,,,,,
508,,,,,,,,,,,,,,,scale,0.013,,,,,,,,,,,tradition,0.015,,,,,,,,,,,,,,,,
509,,,,,,,,,,,,,,,second,0.013,,,,,,,,,,,trajectory,0.015,,,,,,,,,,,,,,,,
510,,,,,,,,,,,,,,,statistical,0.013,,,,,,,,,,,ultimate,0.015,,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,technology,0.013,,,,,,,,,,,uninterested,0.015,,,,,,,,,,,,,,,,
512,,,,,,,,,,,,,,,tung,0.013,,,,,,,,,,,unlike,0.015,,,,,,,,,,,,,,,,
513,,,,,,,,,,,,,,,across,0.012,,,,,,,,,,,unusual,0.015,,,,,,,,,,,,,,,,
514,,,,,,,,,,,,,,,activity,0.012,,,,,,,,,,,usa,0.015,,,,,,,,,,,,,,,,
515,,,,,,,,,,,,,,,advance,0.012,,,,,,,,,,,uzzi,0.015,,,,,,,,,,,,,,,,
516,,,,,,,,,,,,,,,contrast,0.012,,,,,,,,,,,varies,0.015,,,,,,,,,,,,,,,,
517,,,,,,,,,,,,,,,discus,0.012,,,,,,,,,,,viewing,0.015,,,,,,,,,,,,,,,,
518,,,,,,,,,,,,,,,explain,0.012,,,,,,,,,,,voss,0.015,,,,,,,,,,,,,,,,
519,,,,,,,,,,,,,,,fdi,0.012,,,,,,,,,,,wherein,0.015,,,,,,,,,,,,,,,,
520,,,,,,,,,,,,,,,four,0.012,,,,,,,,,,,wider,0.015,,,,,,,,,,,,,,,,
521,,,,,,,,,,,,,,,generally,0.012,,,,,,,,,,,witt,0.015,,,,,,,,,,,,,,,,
522,,,,,,,,,,,,,,,governance,0.012,,,,,,,,,,,wright,0.015,,,,,,,,,,,,,,,,
523,,,,,,,,,,,,,,,help,0.012,,,,,,,,,,,writing,0.015,,,,,,,,,,,,,,,,
524,,,,,,,,,,,,,,,indicate,0.012,,,,,,,,,,,xue,0.015,,,,,,,,,,,,,,,,
525,,,,,,,,,,,,,,,operation,0.012,,,,,,,,,,,yeung,0.015,,,,,,,,,,,,,,,,
526,,,,,,,,,,,,,,,practice,0.012,,,,,,,,,,,zheng,0.015,,,,,,,,,,,,,,,,
527,,,,,,,,,,,,,,,production,0.012,,,,,,,,,,,approach,0.014,,,,,,,,,,,,,,,,
528,,,,,,,,,,,,,,,question,0.012,,,,,,,,,,,focus,0.014,,,,,,,,,,,,,,,,
529,,,,,,,,,,,,,,,related,0.012,,,,,,,,,,,process,0.014,,,,,,,,,,,,,,,,
530,,,,,,,,,,,,,,,response,0.012,,,,,,,,,,,acquiring,0.013,,,,,,,,,,,,,,,,
531,,,,,,,,,,,,,,,service,0.012,,,,,,,,,,,adaptation,0.013,,,,,,,,,,,,,,,,
532,,,,,,,,,,,,,,,term,0.012,,,,,,,,,,,aimed,0.013,,,,,,,,,,,,,,,,
533,,,,,,,,,,,,,,,validity,0.012,,,,,,,,,,,arguing,0.013,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,,,,variety,0.012,,,,,,,,,,,arrangement,0.013,,,,,,,,,,,,,,,,
535,,,,,,,,,,,,,,,argue,0.011,,,,,,,,,,,asian,0.013,,,,,,,,,,,,,,,,
536,,,,,,,,,,,,,,,examine,0.011,,,,,,,,,,,autonomy,0.013,,,,,,,,,,,,,,,,
537,,,,,,,,,,,,,,,however,0.011,,,,,,,,,,,bargaining,0.013,,,,,,,,,,,,,,,,
538,,,,,,,,,,,,,,,increasing,0.011,,,,,,,,,,,behaviour,0.013,,,,,,,,,,,,,,,,
539,,,,,,,,,,,,,,,many,0.011,,,,,,,,,,,behind,0.013,,,,,,,,,,,,,,,,
540,,,,,,,,,,,,,,,mechanism,0.011,,,,,,,,,,,bjorkman,0.013,,,,,,,,,,,,,,,,
541,,,,,,,,,,,,,,,method,0.011,,,,,,,,,,,broad,0.013,,,,,,,,,,,,,,,,
542,,,,,,,,,,,,,,,past,0.011,,,,,,,,,,,center,0.013,,,,,,,,,,,,,,,,
543,,,,,,,,,,,,,,,concept,0.01,,,,,,,,,,,combination,0.013,,,,,,,,,,,,,,,,
544,,,,,,,,,,,,,,,economic,0.01,,,,,,,,,,,come,0.013,,,,,,,,,,,,,,,,
545,,,,,,,,,,,,,,,first,0.01,,,,,,,,,,,competing,0.013,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,local,0.01,,,,,,,,,,,conceptualized,0.013,,,,,,,,,,,,,,,,
547,,,,,,,,,,,,,,,show,0.01,,,,,,,,,,,concludes,0.013,,,,,,,,,,,,,,,,
548,,,,,,,,,,,,,,,suggests,0.01,,,,,,,,,,,conflict,0.013,,,,,,,,,,,,,,,,
549,,,,,,,,,,,,,,,support,0.01,,,,,,,,,,,conflicting,0.013,,,,,,,,,,,,,,,,
550,,,,,,,,,,,,,,,view,0.01,,,,,,,,,,,consideration,0.013,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,article,0.009,,,,,,,,,,,current,0.013,,,,,,,,,,,,,,,,
552,,,,,,,,,,,,,,,enterprise,0.009,,,,,,,,,,,demonstrate,0.013,,,,,,,,,,,,,,,,
553,,,,,,,,,,,,,,,finding,0.009,,,,,,,,,,,dependent,0.013,,,,,,,,,,,,,,,,
554,,,,,,,,,,,,,,,management,0.009,,,,,,,,,,,describes,0.013,,,,,,,,,,,,,,,,
555,,,,,,,,,,,,,,,implication,0.008,,,,,,,,,,,detailed,0.013,,,,,,,,,,,,,,,,
556,,,,,,,,,,,,,,,,,,,,,,,,,,,discussion,0.013,,,,,,,,,,,,,,,,
557,,,,,,,,,,,,,,,,,,,,,,,,,,,driven,0.013,,,,,,,,,,,,,,,,
558,,,,,,,,,,,,,,,,,,,,,,,,,,,environmental,0.013,,,,,,,,,,,,,,,,
559,,,,,,,,,,,,,,,,,,,,,,,,,,,evolve,0.013,,,,,,,,,,,,,,,,
560,,,,,,,,,,,,,,,,,,,,,,,,,,,experiment,0.013,,,,,,,,,,,,,,,,
561,,,,,,,,,,,,,,,,,,,,,,,,,,,explanatory,0.013,,,,,,,,,,,,,,,,
562,,,,,,,,,,,,,,,,,,,,,,,,,,,extend,0.013,,,,,,,,,,,,,,,,
563,,,,,,,,,,,,,,,,,,,,,,,,,,,face,0.013,,,,,,,,,,,,,,,,
564,,,,,,,,,,,,,,,,,,,,,,,,,,,finland,0.013,,,,,,,,,,,,,,,,
565,,,,,,,,,,,,,,,,,,,,,,,,,,,globe,0.013,,,,,,,,,,,,,,,,
566,,,,,,,,,,,,,,,,,,,,,,,,,,,goal,0.013,,,,,,,,,,,,,,,,
567,,,,,,,,,,,,,,,,,,,,,,,,,,,growth,0.013,,,,,,,,,,,,,,,,
568,,,,,,,,,,,,,,,,,,,,,,,,,,,held,0.013,,,,,,,,,,,,,,,,
569,,,,,,,,,,,,,,,,,,,,,,,,,,,hypothesized,0.013,,,,,,,,,,,,,,,,
570,,,,,,,,,,,,,,,,,,,,,,,,,,,illustrate,0.013,,,,,,,,,,,,,,,,
571,,,,,,,,,,,,,,,,,,,,,,,,,,,incentive,0.013,,,,,,,,,,,,,,,,
572,,,,,,,,,,,,,,,,,,,,,,,,,,,incorporating,0.013,,,,,,,,,,,,,,,,
573,,,,,,,,,,,,,,,,,,,,,,,,,,,increased,0.013,,,,,,,,,,,,,,,,
574,,,,,,,,,,,,,,,,,,,,,,,,,,,indicator,0.013,,,,,,,,,,,,,,,,
575,,,,,,,,,,,,,,,,,,,,,,,,,,,industrialized,0.013,,,,,,,,,,,,,,,,
576,,,,,,,,,,,,,,,,,,,,,,,,,,,influenced,0.013,,,,,,,,,,,,,,,,
577,,,,,,,,,,,,,,,,,,,,,,,,,,,influencing,0.013,,,,,,,,,,,,,,,,
578,,,,,,,,,,,,,,,,,,,,,,,,,,,institutionally,0.013,,,,,,,,,,,,,,,,
579,,,,,,,,,,,,,,,,,,,,,,,,,,,interaction,0.013,,,,,,,,,,,,,,,,
580,,,,,,,,,,,,,,,,,,,,,,,,,,,interdependence,0.013,,,,,,,,,,,,,,,,
581,,,,,,,,,,,,,,,,,,,,,,,,,,,internationalize,0.013,,,,,,,,,,,,,,,,
582,,,,,,,,,,,,,,,,,,,,,,,,,,,investor,0.013,,,,,,,,,,,,,,,,
583,,,,,,,,,,,,,,,,,,,,,,,,,,,lack,0.013,,,,,,,,,,,,,,,,
584,,,,,,,,,,,,,,,,,,,,,,,,,,,limit,0.013,,,,,,,,,,,,,,,,
585,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,0.013,,,,,,,,,,,,,,,,
586,,,,,,,,,,,,,,,,,,,,,,,,,,,main,0.013,,,,,,,,,,,,,,,,
587,,,,,,,,,,,,,,,,,,,,,,,,,,,methodology,0.013,,,,,,,,,,,,,,,,
588,,,,,,,,,,,,,,,,,,,,,,,,,,,mostly,0.013,,,,,,,,,,,,,,,,
589,,,,,,,,,,,,,,,,,,,,,,,,,,,outcome,0.013,,,,,,,,,,,,,,,,
590,,,,,,,,,,,,,,,,,,,,,,,,,,,outlined,0.013,,,,,,,,,,,,,,,,
591,,,,,,,,,,,,,,,,,,,,,,,,,,,perception,0.013,,,,,,,,,,,,,,,,
592,,,,,,,,,,,,,,,,,,,,,,,,,,,position,0.013,,,,,,,,,,,,,,,,
593,,,,,,,,,,,,,,,,,,,,,,,,,,,positioned,0.013,,,,,,,,,,,,,,,,
594,,,,,,,,,,,,,,,,,,,,,,,,,,,promote,0.013,,,,,,,,,,,,,,,,
