,1,1,9,9,7,7,11,11,8,8,5,5,10,10,2,2,4,4,6,6,3,3
,Term,Tfidf,Term,Tfidf,Term,Tfidf,Term,Tfidf,Term,Tfidf,Term,Tfidf,Term,Tfidf,Term,Tfidf,Term,Tfidf,Term,Tfidf,Term,Tfidf
0,alliance,0.568,stakeholder,0.604,top,0.39,sid,0.44,sensemaking,0.493,damanpour,0.471,performance,0.327,knowledge,0.415,framework,0.291,team,0.694,institutional,0.387
1,market,0.179,theory,0.38,team,0.368,group,0.331,action,0.236,metaanalysis,0.471,practice,0.247,firm,0.358,opportunity,0.291,safety,0.326,economy,0.226
2,network,0.179,salience,0.194,strategic,0.288,identity,0.331,system,0.181,moderator,0.471,financial,0.244,capability,0.31,conceptual,0.277,psychological,0.278,emerging,0.226
3,firm,0.177,three,0.183,alliance,0.27,formation,0.188,change,0.163,determinant,0.354,human,0.244,transfer,0.188,field,0.239,trust,0.204,liability,0.189
4,embeddedness,0.155,aspect,0.17,firm,0.216,perception,0.188,interpretation,0.153,effect,0.285,resource,0.197,organizational,0.143,entrepreneurship,0.216,learning,0.182,venture,0.17
5,learning,0.141,implication,0.137,formation,0.195,traditionally,0.188,concept,0.136,innovation,0.285,impact,0.183,organization,0.137,shane,0.216,model,0.182,organization,0.166
6,governance,0.14,attribute,0.129,decision,0.172,lead,0.165,central,0.135,organizational,0.217,configurational,0.163,dynamic,0.133,business,0.163,efficacy,0.109,joint,0.161
7,structure,0.116,management,0.125,management,0.162,associated,0.111,heedful,0.134,,,shrm,0.163,learning,0.126,create,0.163,risk,0.109,strategy,0.146
8,interorganizational,0.108,evidence,0.114,explanation,0.147,social,0.111,initiation,0.134,,,theorizing,0.163,network,0.124,phenomenon,0.163,behavior,0.099,organizational,0.139
9,relational,0.108,identification,0.114,velocity,0.13,ashforth,0.11,mind,0.134,,,universalistic,0.163,capacity,0.115,prior,0.145,work,0.099,legitimacy,0.129
10,success,0.108,power,0.114,eisenhardt,0.112,bettis,0.11,sensegiving,0.134,,,contingency,0.139,resource,0.114,set,0.145,belief,0.093,firm,0.125
11,cost,0.103,literature,0.101,industry,0.11,congruent,0.11,weick,0.134,,,productivity,0.139,tie,0.114,innovation,0.131,considered,0.093,enterprise,0.113
12,relationship,0.102,normative,0.101,change,0.099,distinctiveness,0.11,organization,0.124,,,turnover,0.139,new,0.11,research,0.109,integrative,0.093,foreignness,0.113
13,social,0.099,different,0.092,social,0.099,dukerich,0.11,organizational,0.124,,,firm,0.134,exploration,0.109,accomplishment,0.108,antecedent,0.082,isomorphic,0.113
14,contract,0.096,article,0.083,higher,0.098,dutton,0.11,strategic,0.124,,,management,0.134,market,0.109,already,0.108,construct,0.082,myth,0.113
15,interfirm,0.096,accuracy,0.076,std,0.098,embody,0.11,collective,0.115,,,strategic,0.134,search,0.109,apparent,0.108,discipline,0.082,structure,0.104
16,economic,0.095,agle,0.076,tenure,0.098,eye,0.11,mode,0.101,,,theoretical,0.123,product,0.105,austrian,0.108,shared,0.082,industry,0.101
17,exchange,0.095,attained,0.076,organizational,0.09,image,0.11,understanding,0.101,,,link,0.122,technological,0.098,date,0.108,outcome,0.075,country,0.097
18,trust,0.095,combining,0.076,strategy,0.09,intergroup,0.11,comprehension,0.09,,,mode,0.122,boundary,0.093,discovery,0.108,presented,0.073,rule,0.097
19,cooperation,0.084,corporation,0.076,characteristic,0.088,keeping,0.11,drawn,0.09,,,prediction,0.122,innovation,0.092,education,0.108,effect,0.066,change,0.092
20,partner,0.084,count,0.076,high,0.088,mael,0.11,error,0.09,,,significant,0.122,absorptive,0.085,explained,0.108,result,0.06,resource,0.092
21,process,0.077,describing,0.076,semiconductor,0.084,mirror,0.11,flight,0.09,,,used,0.122,analysis,0.083,feat,0.108,support,0.06,perspective,0.087
22,strategic,0.077,donaldson,0.076,corporate,0.079,oneness,0.11,interrelating,0.09,,,perspective,0.112,social,0.082,knowledgeable,0.108,performance,0.055,formal,0.085
23,transaction,0.075,full,0.076,form,0.074,outgroups,0.11,model,0.09,,,argument,0.109,advantage,0.077,lacked,0.108,research,0.055,response,0.085
24,function,0.074,heuristic,0.076,environment,0.072,prahalad,0.11,subordination,0.09,,,high,0.109,competitive,0.077,note,0.108,cause,0.054,special,0.085
25,two,0.074,instrumental,0.076,level,0.066,prestige,0.11,viewing,0.09,,,corporate,0.099,process,0.077,observer,0.108,coaching,0.054,strategic,0.083
26,choice,0.072,involve,0.076,making,0.066,reinforces,0.11,environmental,0.077,,,work,0.099,information,0.073,portrays,0.108,davis,0.054,theory,0.076
27,dimension,0.072,justified,0.076,manager,0.066,socialization,0.11,organizing,0.077,,,result,0.09,research,0.073,promise,0.108,differentiate,0.054,conformity,0.075
28,stock,0.072,mitchell,0.076,performance,0.066,stereotypical,0.11,oriented,0.077,,,strategy,0.09,time,0.068,readily,0.108,edmondson,0.054,copying,0.075
29,action,0.063,mutually,0.076,view,0.066,organizational,0.101,representation,0.077,,,comprehensively,0.081,theory,0.067,thought,0.108,leader,0.054,engine,0.075
30,source,0.063,popular,0.076,bantel,0.065,argued,0.094,construct,0.067,,,correspondence,0.081,model,0.065,unequivocal,0.108,mayer,0.054,forum,0.075
31,organization,0.062,possessing,0.076,demography,0.065,categorization,0.094,four,0.067,,,delery,0.081,within,0.065,usually,0.108,multimethod,0.054,private,0.075
32,analysis,0.06,preston,0.076,diversification,0.065,diversity,0.094,future,0.067,,,document,0.081,development,0.064,venkataraman,0.108,safe,0.054,resistance,0.075
33,competition,0.06,quite,0.076,echelon,0.065,linkage,0.094,identity,0.067,,,doty,0.081,change,0.063,conditioned,0.092,scholar,0.054,competitive,0.069
34,greater,0.06,really,0.076,educational,0.065,person,0.094,primary,0.067,,,economically,0.081,individual,0.063,conducted,0.092,schoorman,0.054,face,0.065
35,institutional,0.06,supportive,0.076,fast,0.065,salience,0.094,situation,0.067,,,fit,0.081,capital,0.057,depth,0.092,studying,0.054,pressure,0.065
36,problem,0.06,urgency,0.076,hambrick,0.065,stem,0.094,take,0.067,,,huselid,0.081,core,0.055,entrepreneur,0.092,trustee,0.054,environment,0.062
37,structural,0.06,validity,0.076,interview,0.065,adaptation,0.083,contribution,0.06,,,intermediate,0.081,based,0.052,existence,0.092,truster,0.054,process,0.062
38,effect,0.059,wood,0.076,maker,0.065,antecedent,0.083,important,0.06,,,lacking,0.081,problem,0.052,previous,0.092,variable,0.054,context,0.057
39,organizational,0.058,advanced,0.065,schoonhoven,0.065,applied,0.083,implication,0.054,,,national,0.081,effect,0.051,recognition,0.092,organizational,0.05,coordination,0.057
40,data,0.056,aim,0.065,upper,0.065,dominant,0.083,environment,0.049,,,seven,0.081,alliance,0.05,science,0.092,study,0.05,economic,0.057
41,level,0.056,base,0.065,study,0.06,identification,0.083,process,0.049,,,solid,0.081,industry,0.049,single,0.092,controlling,0.046,exchange,0.057
42,research,0.056,contribute,0.065,factor,0.059,institution,0.083,acting,0.045,,,statistically,0.081,level,0.049,technological,0.092,definition,0.046,finally,0.057
43,view,0.056,critique,0.065,size,0.056,relation,0.083,aircraft,0.045,,,thousand,0.081,literature,0.049,applied,0.081,held,0.046,insight,0.057
44,status,0.053,defining,0.065,among,0.049,self,0.083,assumed,0.045,,,venkatraman,0.081,strength,0.049,demonstrate,0.081,including,0.046,prediction,0.057
45,implication,0.051,descriptive,0.065,find,0.049,activity,0.074,awry,0.045,,,verbal,0.081,sustained,0.049,discipline,0.081,interpersonal,0.046,primary,0.057
46,resource,0.051,includes,0.065,finding,0.049,conflict,0.074,beginning,0.045,,,contingent,0.069,view,0.049,draw,0.081,introduces,0.046,public,0.057
47,performance,0.049,interrelated,0.065,managerial,0.049,others,0.074,behaviorally,0.045,,,contrary,0.069,weak,0.049,drawing,0.081,measuring,0.046,research,0.057
48,concern,0.048,legitimacy,0.065,state,0.049,also,0.067,belies,0.045,,,criticism,0.069,lack,0.047,experience,0.081,taking,0.046,stability,0.057
49,cooperative,0.048,principle,0.065,used,0.049,factor,0.067,boldly,0.045,,,criticized,0.069,span,0.047,knowledge,0.081,together,0.046,state,0.057
50,initial,0.048,right,0.065,alternative,0.044,individual,0.067,carrier,0.045,,,employee,0.069,strategic,0.047,predict,0.081,context,0.041,successful,0.057
51,positive,0.048,although,0.057,entrepreneurial,0.044,logic,0.067,ceo,0.045,,,evaluated,0.069,structural,0.047,predicted,0.081,integrate,0.041,technical,0.057
52,project,0.048,basis,0.057,growth,0.044,new,0.067,changed,0.045,,,identified,0.069,value,0.047,upon,0.081,manufacturing,0.041,theoretical,0.057
53,economics,0.047,concerning,0.057,position,0.044,organization,0.061,character,0.045,,,indicate,0.069,create,0.046,whose,0.081,mediates,0.041,cost,0.051
54,empirical,0.047,conclude,0.057,suggest,0.044,support,0.061,chittipeddi,0.045,,,interrelationship,0.069,internal,0.046,arise,0.073,member,0.041,empirical,0.051
55,support,0.046,distinct,0.057,transaction,0.044,performance,0.055,circumstance,0.045,,,limited,0.069,implication,0.044,case,0.073,nature,0.041,growth,0.051
56,also,0.042,fundamental,0.057,using,0.044,role,0.055,comprehended,0.045,,,nearly,0.069,environment,0.043,distinctive,0.073,predicted,0.041,proposed,0.051
57,among,0.042,generate,0.057,well,0.044,theory,0.055,daft,0.045,,,short,0.069,role,0.043,economics,0.073,present,0.041,set,0.051
58,apparel,0.042,integrate,0.057,cognitive,0.04,outcome,0.051,deck,0.045,,,statistical,0.069,architectural,0.042,empirical,0.073,shape,0.041,similar,0.051
59,capability,0.042,modern,0.057,resource,0.04,perspective,0.051,determined,0.045,,,variation,0.069,communication,0.042,entrepreneurial,0.073,various,0.041,transaction,0.051
60,contractual,0.042,property,0.057,process,0.036,,,discovering,0.045,,,consistent,0.061,subsequent,0.042,cognitive,0.066,approach,0.036,different,0.046
61,dedicated,0.042,related,0.057,absolute,0.033,,,duncan,0.045,,,demonstrate,0.061,competence,0.041,different,0.066,characteristic,0.036,make,0.046
62,form,0.042,status,0.057,advice,0.033,,,elsewhere,0.045,,,dominant,0.061,creation,0.041,explain,0.066,company,0.036,new,0.046
63,formal,0.042,type,0.057,answer,0.033,,,emotion,0.045,,,draw,0.061,dimension,0.041,multiple,0.066,prior,0.036,practice,0.046
64,generic,0.042,argument,0.051,attempting,0.033,,,enacting,0.045,,,foundation,0.061,environmental,0.041,article,0.06,several,0.036,three,0.046
65,highly,0.042,contribution,0.051,banking,0.033,,,energizing,0.045,,,long,0.061,evolution,0.041,social,0.054,show,0.036,article,0.042
66,knowledge,0.042,examine,0.051,based,0.033,,,enhancement,0.045,,,part,0.061,identity,0.041,outcome,0.05,similar,0.036,field,0.042
67,law,0.042,important,0.051,bourgeois,0.033,,,enthusiasm,0.045,,,key,0.055,impact,0.041,study,0.05,test,0.036,active,0.038
68,locus,0.042,manager,0.051,capture,0.033,,,envisioning,0.045,,,level,0.055,project,0.041,,,multiple,0.033,addressed,0.038
69,long,0.042,typology,0.051,center,0.033,,,equivocality,0.045,,,literature,0.055,two,0.041,,,proposition,0.033,administrative,0.038
70,producer,0.042,year,0.051,chief,0.033,,,exemplify,0.045,,,measure,0.055,structure,0.04,,,field,0.03,africa,0.038
71,relation,0.042,concept,0.046,compared,0.033,,,explicated,0.045,,,system,0.055,also,0.037,,,process,0.03,aldrich,0.038
72,repeated,0.042,one,0.046,composition,0.033,,,explicitly,0.045,,,term,0.055,cost,0.037,,,structure,0.03,always,0.038
73,report,0.042,proposition,0.046,configuration,0.033,,,fill,0.045,,,test,0.055,show,0.037,,,associated,0.027,america,0.038
74,singh,0.042,relationship,0.046,creates,0.033,,,gap,0.045,,,competitive,0.049,across,0.036,,,based,0.027,applies,0.038
75,understanding,0.042,toward,0.046,demographic,0.033,,,gioia,0.045,,,concept,0.049,building,0.036,,,role,0.027,asia,0.038
76,way,0.042,environment,0.042,discretion,0.033,,,gone,0.045,,,develop,0.049,codification,0.036,,,perspective,0.025,briefly,0.038
77,study,0.039,firm,0.042,emotional,0.033,,,heed,0.045,,,explain,0.049,community,0.036,,,,,bureaucratization,0.038
78,focus,0.038,based,0.038,entropy,0.033,,,incidence,0.045,,,one,0.049,competition,0.036,,,,,cage,0.038
79,framework,0.038,research,0.038,executive,0.033,,,inform,0.045,,,sample,0.049,complex,0.036,,,,,centralization,0.038
80,hypothesis,0.038,theoretical,0.038,extending,0.033,,,infused,0.045,,,three,0.049,condition,0.036,,,,,ceremony,0.038
81,industry,0.038,,,finkelstein,0.033,,,instigating,0.045,,,toward,0.049,coordination,0.036,,,,,china,0.038
82,key,0.038,,,fortune,0.033,,,interpretive,0.045,,,article,0.045,current,0.036,,,,,coercive,0.038
83,model,0.038,,,fragmented,0.033,,,interrelate,0.045,,,field,0.045,imitation,0.036,,,,,collectively,0.038
84,position,0.038,,,impoverished,0.033,,,interrelation,0.045,,,structure,0.045,member,0.036,,,,,compare,0.038
85,set,0.038,,,jackson,0.033,,,intrusiveness,0.045,,,support,0.045,study,0.036,,,,,confidence,0.038
86,term,0.038,,,led,0.033,,,labeled,0.045,,,based,0.041,technology,0.036,,,,,constraint,0.038
87,test,0.038,,,mason,0.033,,,materialize,0.045,,,research,0.041,tendency,0.036,,,,,contend,0.038
88,using,0.038,,,microcomputer,0.033,,,meshed,0.045,,,outcome,0.037,way,0.036,,,,,convergent,0.038
89,within,0.038,,,midrange,0.033,,,mindful,0.045,,,study,0.037,critical,0.032,,,,,decoupled,0.038
90,ability,0.036,,,moderating,0.033,,,missing,0.045,,,,,decision,0.032,,,,,dependence,0.038
91,achieve,0.036,,,obtained,0.033,,,neglected,0.045,,,,,form,0.032,,,,,dependency,0.038
92,argue,0.036,,,officer,0.033,,,obstfeld,0.045,,,,,future,0.032,,,,,describe,0.038
93,biotechnology,0.036,,,pace,0.033,,,operation,0.045,,,,,group,0.032,,,,,dimaggio,0.038
94,capital,0.036,,,palepu,0.033,,,persuasion,0.045,,,,,related,0.032,,,,,east,0.038
95,collaboration,0.036,,,partially,0.033,,,phase,0.045,,,,,used,0.032,,,,,eden,0.038
96,complex,0.036,,,pioneering,0.033,,,pinpointing,0.045,,,,,ability,0.031,,,,,employed,0.038
97,condition,0.036,,,plan,0.033,,,reduction,0.045,,,,,argue,0.031,,,,,enhanced,0.038
98,embedded,0.036,,,politics,0.033,,,reliability,0.045,,,,,component,0.031,,,,,evaluation,0.038
99,evolution,0.036,,,previously,0.033,,,requiring,0.045,,,,,investment,0.031,,,,,explaining,0.038
100,gain,0.036,,,profit,0.033,,,restate,0.045,,,,,partner,0.031,,,,,faith,0.038
101,game,0.036,,,propel,0.033,,,robert,0.045,,,,,potential,0.031,,,,,fall,0.038
102,hierarchy,0.036,,,propensity,0.033,,,role,0.045,,,,,speed,0.031,,,,,fiol,0.038
103,identify,0.036,,,questionnaire,0.033,,,scanning,0.045,,,,,acquisition,0.03,,,,,fombrun,0.038
104,managing,0.036,,,reflected,0.033,,,sedentary,0.045,,,,,benefit,0.03,,,,,fool,0.038
105,measured,0.036,,,relevant,0.033,,,serf,0.045,,,,,discontinuity,0.03,,,,,foreign,0.038
106,skill,0.036,,,resolution,0.033,,,signaling,0.045,,,,,discussion,0.03,,,,,formative,0.038
107,supported,0.036,,,secondary,0.033,,,site,0.045,,,,,easily,0.03,,,,,former,0.038
108,task,0.036,,,semistructured,0.033,,,springboard,0.045,,,,,learned,0.03,,,,,founder,0.038
109,tie,0.036,,,serial,0.033,,,stage,0.045,,,,,result,0.03,,,,,gaining,0.038
110,based,0.035,,,shorter,0.033,,,strengthen,0.045,,,,,activity,0.029,,,,,globally,0.038
111,theory,0.035,,,slow,0.033,,,sutcliffe,0.045,,,,,case,0.029,,,,,heritage,0.038
112,competitive,0.034,,,static,0.033,,,theory,0.045,,,,,company,0.029,,,,,home,0.038
113,develop,0.034,,,suggestion,0.033,,,tied,0.045,,,,,concept,0.029,,,,,hoskisson,0.038
114,innovation,0.034,,,synthesize,0.033,,,tracking,0.045,,,,,data,0.029,,,,,importing,0.038
115,one,0.034,,,tactical,0.033,,,transient,0.045,,,,,examine,0.029,,,,,income,0.038
116,account,0.032,,,theorist,0.033,,,turning,0.045,,,,,practice,0.029,,,,,incorporate,0.038
117,advantage,0.032,,,theory,0.033,,,understood,0.045,,,,,using,0.029,,,,,inspection,0.038
118,although,0.032,,,tiered,0.033,,,undirected,0.045,,,,,business,0.027,,,,,institutionalized,0.038
119,control,0.032,,,training,0.033,,,unfolding,0.045,,,,,experience,0.027,,,,,instrument,0.038
120,coordination,0.032,,,undergo,0.033,,,university,0.045,,,,,find,0.027,,,,,iron,0.038
121,development,0.032,,,united,0.033,,,visible,0.045,,,,,finding,0.027,,,,,isomorphism,0.038
122,discus,0.032,,,wiersema,0.033,,,visioning,0.045,,,,,influence,0.027,,,,,japanese,0.038
123,find,0.032,,,outcome,0.03,,,word,0.045,,,,,management,0.027,,,,,latin,0.038
124,finding,0.032,,,perspective,0.03,,,study,0.041,,,,,upon,0.027,,,,,lau,0.038
125,however,0.032,,,academic,0.028,,,along,0.038,,,,,continuous,0.026,,,,,liberalization,0.038
126,likely,0.032,,,age,0.028,,,backward,0.038,,,,,distribution,0.026,,,,,manipulation,0.038
127,related,0.032,,,around,0.028,,,belief,0.038,,,,,interfirm,0.026,,,,,marketplace,0.038
128,response,0.032,,,average,0.028,,,best,0.038,,,,,linking,0.026,,,,,meyer,0.038
129,self,0.032,,,background,0.028,,,closely,0.038,,,,,looking,0.026,,,,,middle,0.038
130,unique,0.032,,,changing,0.028,,,comparative,0.038,,,,,major,0.026,,,,,mimetic,0.038
131,article,0.031,,,characterized,0.028,,,conceptualized,0.038,,,,,mechanism,0.026,,,,,name,0.038
132,abnormal,0.028,,,choice,0.028,,,conditioned,0.038,,,,,principle,0.026,,,,,newness,0.038
133,activity,0.028,,,closure,0.028,,,connected,0.038,,,,,rent,0.026,,,,,occurrence,0.038
134,alternative,0.028,,,competing,0.028,,,consists,0.038,,,,,task,0.026,,,,,overcome,0.038
135,announcement,0.028,,,completed,0.028,,,constrain,0.038,,,,,ambidexterity,0.024,,,,,overcoming,0.038
136,assessment,0.028,,,connected,0.028,,,continuous,0.038,,,,,approach,0.024,,,,,paired,0.038
137,bring,0.028,,,controlling,0.028,,,describes,0.038,,,,,described,0.024,,,,,passive,0.038
138,collaborative,0.028,,,design,0.028,,,determination,0.038,,,,,dilemma,0.024,,,,,proactive,0.038
139,complementarity,0.028,,,efficiency,0.028,,,domain,0.038,,,,,direct,0.024,,,,,profession,0.038
140,coordinating,0.028,,,emerge,0.028,,,effort,0.038,,,,,disk,0.024,,,,,professionalization,0.038
141,developmental,0.028,,,emergent,0.028,,,emergent,0.038,,,,,empirical,0.024,,,,,pursue,0.038
142,dyer,0.028,,,examining,0.028,,,ethnographic,0.038,,,,,established,0.024,,,,,pursuit,0.038
143,efficient,0.028,,,experienced,0.028,,,event,0.038,,,,,exploitation,0.024,,,,,rapidity,0.038
144,explicate,0.028,,,explored,0.028,,,explicit,0.038,,,,,high,0.024,,,,,rationality,0.038
145,fully,0.028,,,failure,0.028,,,hypothesized,0.038,,,,,hole,0.024,,,,,rationalization,0.038
146,gulati,0.028,,,founding,0.028,,,increase,0.038,,,,,idea,0.024,,,,,rationalized,0.038
147,hierarchical,0.028,,,heterogeneity,0.028,,,interrelated,0.038,,,,,indirect,0.024,,,,,regional,0.038
148,high,0.028,,,include,0.028,,,involves,0.038,,,,,ipo,0.024,,,,,reshaping,0.038
149,important,0.028,,,included,0.028,,,issue,0.038,,,,,norm,0.024,,,,,revisited,0.038
150,inter,0.028,,,integration,0.028,,,joint,0.038,,,,,optical,0.024,,,,,room,0.038
151,interdependence,0.028,,,linked,0.028,,,looking,0.038,,,,,population,0.024,,,,,rowan,0.038
152,iors,0.028,,,linking,0.028,,,macro,0.038,,,,,prominent,0.024,,,,,rush,0.038
153,jointly,0.028,,,measured,0.028,,,meaning,0.038,,,,,replication,0.024,,,,,sectoral,0.038
154,longevity,0.028,,,methodological,0.028,,,might,0.038,,,,,selection,0.024,,,,,severe,0.038
155,magnitude,0.028,,,overall,0.028,,,nearly,0.038,,,,,spanning,0.024,,,,,shanley,0.038
156,manifestation,0.028,,,political,0.028,,,operational,0.038,,,,,understand,0.024,,,,,sociopolitical,0.038
157,method,0.028,,,predicting,0.028,,,people,0.038,,,,,well,0.024,,,,,soviet,0.038
158,opportunity,0.028,,,rapid,0.028,,,perceived,0.038,,,,,action,0.023,,,,,specify,0.038
159,organized,0.028,,,rapidly,0.028,,,purpose,0.038,,,,,attempt,0.023,,,,,structuration,0.038
160,oversocialized,0.028,,,reflection,0.028,,,seemingly,0.038,,,,,complexity,0.023,,,,,summarize,0.038
